angle (°) - amplitude	amplitude (V) - amplitude	
78.96	2.30232	
78.9575	2.31672	
78.955	2.32998	
78.9525	2.34293	
78.95	2.35684	
78.9475	2.34697	
78.945	2.35992	
78.9425	2.3727	
78.94	2.36364	
78.9375	2.35393	
78.935	2.34584	
78.9325	2.33629	
78.93	2.3282	
78.9275	2.27595	
78.925	2.27028	
78.9225	2.28339	
78.92	2.27595	
78.9175	2.24747	
78.915	2.24132	
78.9125	2.29924	
78.91	2.31283	
78.9075	2.32691	
78.905	2.34018	
78.9025	2.33079	
78.9	2.34358	
78.8975	2.31316	
78.895	2.30588	
78.8925	2.29876	
78.89	2.2897	
78.8875	2.28193	
78.885	2.27498	
78.8825	2.26769	
78.88	2.26074	
78.8775	2.25475	
78.875	2.24698	
78.8725	2.21883	
78.87	2.21301	
78.8675	2.20767	
78.865	2.22304	
78.8625	2.41638	
78.86	2.59808	
78.8575	2.77896	
78.855	2.91082	
78.8525	2.97522	
78.85	2.97392	
78.8475	2.97247	
78.845	2.97198	
78.8425	2.94884	
78.84	2.92652	
78.8375	2.94787	
78.835	2.97036	
78.8325	2.96858	
78.83	2.9901	
78.8275	2.96616	
78.825	2.96502	
78.8225	2.94318	
78.82	2.89917	
78.8175	2.89934	
78.815	2.90095	
78.8125	2.89998	
78.81	2.90111	
78.8075	2.88024	
78.805	2.88008	
78.8025	2.85953	
78.8	2.81876	
78.7975	2.82022	
78.795	2.77945	
78.7925	2.78139	
78.79	2.76311	
78.7875	2.74434	
78.785	2.72848	
78.7825	2.70988	
78.78	2.67088	
78.7775	2.65567	
78.775	2.6403	
78.7725	2.62412	
78.77	2.6306	
78.7675	2.63674	
78.765	2.62251	
78.7625	2.60746	
78.76	2.59128	
78.7575	2.59937	
78.755	2.73592	
78.7525	2.78349	
78.75	2.80922	
78.7475	2.79093	
78.745	2.77039	
78.7425	2.75194	
78.74	2.75615	
78.7375	2.75987	
78.735	2.71958	
78.7325	2.72492	
78.73	2.73026	
78.7275	2.7335	
78.725	2.69531	
78.7225	2.69968	
78.72	2.68318	
78.7175	2.64516	
78.715	2.62963	
78.7125	2.61409	
78.71	2.60083	
78.7075	2.58562	
78.705	2.57106	
78.7025	2.57818	
78.7	2.60843	
78.6975	2.61506	
78.695	2.62186	
78.6925	2.62898	
78.69	2.63545	
78.6875	2.64144	
78.685	2.64742	
78.6825	2.63221	
78.68	2.6395	
78.6775	2.71036	
78.675	2.80194	
78.6725	2.84772	
78.67	2.86989	
78.6675	2.87215	
78.665	2.87232	
78.6625	2.87329	
78.66	2.85322	
78.6575	2.855	
78.655	2.81326	
78.6525	2.79336	
78.65	2.77411	
78.6475	2.7555	
78.645	2.71619	
78.6425	2.70049	
78.64	2.68269	
78.6375	2.66603	
78.635	2.65001	
78.6325	2.61296	
78.63	2.59759	
78.6275	2.56313	
78.625	2.54824	
78.6225	2.53562	
78.62	2.54339	
78.6175	2.5298	
78.615	2.51702	
78.6125	2.50521	
78.61	2.49194	
78.6075	2.48045	
78.605	2.46848	
78.6025	2.45748	
78.6	2.42463	
78.5975	2.39341	
78.595	2.38419	
78.5925	2.3727	
78.59	2.34163	
78.5875	2.33322	
78.585	2.34633	
78.5825	2.3816	
78.58	2.41379	
78.5775	2.4036	
78.575	2.39389	
78.5725	2.40538	
78.57	2.37496	
78.5675	2.38677	
78.565	2.37593	
78.5625	2.36687	
78.56	2.37868	
78.5575	2.34924	
78.555	2.34018	
78.5525	2.35134	
78.55	2.34358	
78.5475	2.31332	
78.545	2.28274	
78.5425	2.25588	
78.54	2.24909	
78.5375	2.24116	
78.535	2.2342	
78.5325	2.20686	
78.53	2.20104	
78.5275	2.19618	
78.525	2.19117	
78.5225	2.20702	
78.52	2.22288	
78.5175	2.19667	
78.515	2.19117	
78.5125	2.18486	
78.51	2.17936	
78.5075	2.17418	
78.505	2.14813	
78.5025	2.14376	
78.5	2.13972	
78.4975	2.13454	
78.495	2.15217	
78.4925	2.12677	
78.49	2.14425	
78.4875	2.14085	
78.485	2.13519	
78.4825	2.13033	
78.48	2.14845	
78.4775	2.14489	
78.475	2.16253	
78.4725	2.13632	
78.47	2.13244	
78.4675	2.12839	
78.465	2.10396	
78.4625	2.11982	
78.46	2.09587	
78.4575	2.09231	
78.455	2.08891	
78.4525	2.06416	
78.45	2.06238	
78.4475	2.05979	
78.445	2.0572	
78.4425	2.05461	
78.44	2.07516	
78.4375	2.07176	
78.435	2.04814	
78.4325	2.04604	
78.43	2.04361	
78.4275	2.04118	
78.425	2.06141	
78.4225	2.08034	
78.42	2.07775	
78.4175	2.07516	
78.415	2.05105	
78.4125	2.07063	
78.41	2.06788	
78.4075	2.04393	
78.405	2.06351	
78.4025	2.0606	
78.4	2.07969	
78.3975	2.09894	
78.395	2.09619	
78.3925	2.09328	
78.39	2.08956	
78.3875	2.06464	
78.385	2.06286	
78.3825	2.03892	
78.38	2.03714	
78.3775	2.03423	
78.375	2.03196	
78.3725	2.03115	
78.37	2.00866	
78.3675	2.02776	
78.365	2.0263	
78.3625	2.02452	
78.36	2.06675	
78.3575	2.086	
78.355	2.10412	
78.3525	2.10072	
78.35	2.11852	
78.3475	2.09441	
78.345	2.09021	
78.3425	2.08697	
78.34	2.08422	
78.3375	2.10283	
78.335	2.07856	
78.3325	2.07532	
78.33	2.09377	
78.3275	2.07079	
78.325	2.08762	
78.3225	2.10736	
78.32	2.12499	
78.3175	2.12176	
78.315	2.11755	
78.3125	2.11448	
78.31	2.11124	
78.3075	2.1072	
78.305	2.14619	
78.3025	2.14214	
78.3	2.15978	
78.2975	2.15492	
78.295	2.15039	
78.2925	2.12548	
78.29	2.14198	
78.2875	2.13826	
78.285	2.13502	
78.2825	2.12985	
78.28	2.10412	
78.2775	2.10121	
78.275	2.11901	
78.2725	2.13713	
78.27	2.13211	
78.2675	2.15137	
78.265	2.14603	
78.2625	2.12062	
78.26	2.1169	
78.2575	2.13357	
78.255	2.13001	
78.2525	2.12548	
78.25	2.1216	
78.2475	2.2054	
78.245	2.22223	
78.2425	2.21479	
78.24	2.23032	
78.2375	2.22417	
78.235	2.2177	
78.2325	2.2122	
78.23	2.22886	
78.2275	2.24343	
78.225	2.23663	
78.2225	2.2321	
78.22	2.22514	
78.2175	2.21786	
78.215	2.21139	
78.2125	2.18486	
78.21	2.17838	
78.2075	2.17369	
78.205	2.19068	
78.2025	2.2067	
78.2	2.20249	
78.1975	2.21657	
78.195	2.23372	
78.1925	2.22611	
78.19	2.24245	
78.1875	2.23566	
78.185	2.22919	
78.1825	2.22369	
78.18	2.30426	
78.1775	2.36008	
78.175	2.4392	
78.1725	2.51394	
78.17	2.54533	
78.1675	2.55391	
78.165	2.56167	
78.1625	2.54841	
78.16	2.53498	
78.1575	2.523	
78.155	2.53109	
78.1525	2.49615	
78.15	2.50585	
78.1475	2.49242	
78.145	2.48078	
78.1425	2.4701	
78.14	2.47916	
78.1375	2.48773	
78.135	2.45505	
78.1325	2.46492	
78.13	2.45408	
78.1275	2.44259	
78.125	2.45327	
78.1225	2.42075	
78.12	2.43175	
78.1175	2.39972	
78.115	2.41023	
78.1125	2.37949	
78.11	2.37027	
78.1075	2.36008	
78.105	2.35021	
78.1025	2.34212	
78.1	2.33371	
78.0975	2.34536	
78.095	2.33759	
78.0925	2.37189	
78.09	2.40603	
78.0875	2.41768	
78.085	2.40684	
78.0825	2.54938	
78.08	2.70826	
78.0775	2.75631	
78.075	2.83559	
78.0725	2.86973	
78.07	2.86973	
78.0675	2.87167	
78.065	2.89383	
78.0625	2.87345	
78.06	2.85242	
78.0575	2.83349	
78.055	2.83413	
78.0525	2.81456	
78.05	2.79595	
78.0475	2.79838	
78.045	2.77945	
78.0425	2.78236	
78.04	2.78543	
78.0375	2.76683	
78.035	2.74903	
78.0325	2.7089	
78.03	2.69273	
78.0275	2.69806	
78.025	2.70195	
78.0225	2.68528	
78.02	2.64807	
78.0175	2.63108	
78.015	2.61717	
78.0125	2.62251	
78.01	2.60811	
78.0075	2.59322	
78.005	2.57915	
78.0025	2.56523	
78	2.53061	
77.9975	2.53886	
77.995	2.54711	
77.9925	2.53352	
77.99	2.52187	
77.9875	2.50909	
77.985	2.47657	
77.9825	2.50602	
77.98	2.4934	
77.9775	2.4811	
77.975	2.46945	
77.9725	2.45877	
77.97	2.44793	
77.9675	2.41428	
77.965	2.40425	
77.9625	2.3947	
77.96	2.38483	
77.9575	2.39745	
77.955	2.38726	
77.9525	2.37755	
77.95	2.36817	
77.9475	2.40247	
77.945	2.41396	
77.9425	2.42544	
77.94	2.39211	
77.9375	2.40457	
77.935	2.37351	
77.9325	2.36445	
77.93	2.35458	
77.9275	2.34536	
77.925	2.33678	
77.9225	2.32853	
77.92	2.34082	
77.9175	2.31235	
77.915	2.32416	
77.9125	2.33775	
77.91	2.35118	
77.9075	2.36396	
77.905	2.35474	
77.9025	2.34665	
77.9	2.38046	
77.8975	2.3926	
77.895	2.40344	
77.8925	2.37189	
77.89	2.40635	
77.8875	2.4392	
77.885	2.42965	
77.8825	2.43936	
77.88	2.40732	
77.8775	2.39616	
77.875	2.38694	
77.8725	2.37771	
77.87	2.38855	
77.8675	2.37966	
77.865	2.36898	
77.8625	2.35911	
77.86	2.35069	
77.8575	2.34212	
77.855	2.35474	
77.8525	2.34697	
77.85	2.31623	
77.8475	2.32966	
77.845	2.29957	
77.8425	2.29164	
77.84	2.28484	
77.8375	2.29844	
77.835	2.26964	
77.8325	2.26252	
77.83	2.25507	
77.8275	2.24812	
77.825	2.24213	
77.8225	2.23501	
77.82	2.22983	
77.8175	2.22336	
77.815	2.23906	
77.8125	2.23339	
77.81	2.24828	
77.8075	2.24051	
77.805	2.23647	
77.8025	2.24941	
77.8	2.24262	
77.7975	2.23695	
77.795	2.20977	
77.7925	2.20443	
77.79	2.21899	
77.7875	2.21285	
77.785	2.20799	
77.7825	2.20249	
77.78	2.19618	
77.7775	2.19133	
77.775	2.18583	
77.7725	2.18114	
77.77	2.19715	
77.7675	2.19084	
77.765	2.1855	
77.7625	2.18097	
77.76	2.17483	
77.7575	2.14991	
77.755	2.12451	
77.7525	2.14101	
77.75	2.13729	
77.7475	2.1127	
77.745	2.12871	
77.7425	2.1258	
77.74	2.12192	
77.7375	2.097	
77.735	2.07176	
77.7325	2.0915	
77.73	2.08778	
77.7275	2.08503	
77.725	2.08228	
77.7225	2.07937	
77.72	2.07646	
77.7175	2.075	
77.715	2.0928	
77.7125	2.06885	
77.71	2.06594	
77.7075	2.08519	
77.705	2.10347	
77.7025	2.14376	
77.7	2.14036	
77.6975	2.15703	
77.695	2.15363	
77.6925	2.17078	
77.69	2.16576	
77.6875	2.1601	
77.685	2.15509	
77.6825	2.15023	
77.68	2.12435	
77.6775	2.1423	
77.675	2.15929	
77.6725	2.15622	
77.67	2.17321	
77.6675	2.25329	
77.665	2.24698	
77.6625	2.21883	
77.66	2.21366	
77.6575	2.22854	
77.655	2.22239	
77.6525	2.21657	
77.65	2.21074	
77.6475	2.18308	
77.645	2.17822	
77.6425	2.17337	
77.64	2.16787	
77.6375	2.16382	
77.635	2.1813	
77.6325	2.24067	
77.63	2.25524	
77.6275	2.24763	
77.625	2.26284	
77.6225	2.27708	
77.62	2.27028	
77.6175	2.26494	
77.615	2.2774	
77.6125	2.24893	
77.61	2.24197	
77.6075	2.23614	
77.605	2.20832	
77.6025	2.22336	
77.6	2.21754	
77.5975	2.21236	
77.595	2.25038	
77.5925	2.2863	
77.59	2.27837	
77.5875	2.27158	
77.585	2.28695	
77.5825	2.27886	
77.58	2.27158	
77.5775	2.26478	
77.575	2.25766	
77.5725	2.25168	
77.57	2.22385	
77.5675	2.21754	
77.565	2.2321	
77.5625	2.22611	
77.56	2.22077	
77.5575	2.21398	
77.555	2.20799	
77.5525	2.22417	
77.55	2.2397	
77.5475	2.25427	
77.545	2.24957	
77.5425	2.241	
77.54	2.2342	
77.5375	2.22757	
77.535	2.24343	
77.5325	2.23825	
77.53	2.274	
77.5275	2.26672	
77.525	2.26009	
77.5225	2.27514	
77.52	2.26769	
77.5175	2.23922	
77.515	2.23259	
77.5125	2.2266	
77.51	2.22013	
77.5075	2.21446	
77.505	2.23016	
77.5025	2.24618	
77.5	2.24003	
77.4975	2.2342	
77.495	2.22773	
77.4925	2.2431	
77.49	2.23647	
77.4875	2.22983	
77.485	2.22417	
77.4825	2.2177	
77.48	2.21091	
77.4775	2.20832	
77.475	2.20087	
77.4725	2.19456	
77.47	2.18922	
77.4675	2.18405	
77.465	2.17919	
77.4625	2.15282	
77.46	2.16997	
77.4575	2.16544	
77.455	2.18243	
77.4525	2.24165	
77.45	2.36639	
77.4475	2.44243	
77.445	2.4756	
77.4425	2.4633	
77.44	2.45214	
77.4375	2.44178	
77.435	2.45133	
77.4325	2.43936	
77.43	2.42933	
77.4275	2.4413	
77.425	2.45149	
77.4225	2.43968	
77.42	2.42916	
77.4175	2.44	
77.415	2.40748	
77.4125	2.41946	
77.41	2.40878	
77.4075	2.39907	
77.405	2.40991	
77.4025	2.37755	
77.4	2.36882	
77.3975	2.38143	
77.395	2.37108	
77.3925	2.36186	
77.39	2.35312	
77.3875	2.40894	
77.385	2.39923	
77.3825	2.43321	
77.38	2.4214	
77.3775	2.38969	
77.375	2.40069	
77.3725	2.3913	
77.37	2.36073	
77.3675	2.33031	
77.365	2.3418	
77.3625	2.33338	
77.36	2.32384	
77.3575	2.2952	
77.355	2.30847	
77.3525	2.30054	
77.35	2.27222	
77.3475	2.26365	
77.345	2.23647	
77.3425	2.23016	
77.34	2.22288	
77.3375	2.19602	
77.335	2.19084	
77.3325	2.18405	
77.33	2.15751	
77.3275	2.15314	
77.325	2.14813	
77.3225	2.1237	
77.32	2.11965	
77.3175	2.13648	
77.315	2.11027	
77.3125	2.10639	
77.31	2.08325	
77.3075	2.07872	
77.305	2.07662	
77.3025	2.09474	
77.3	2.09183	
77.2975	2.0894	
77.295	2.08552	
77.2925	2.08293	
77.29	2.0805	
77.2875	2.09781	
77.285	2.09506	
77.2825	2.09134	
77.28	2.08827	
77.2775	2.06448	
77.275	2.10445	
77.2725	2.12273	
77.27	2.14117	
77.2675	2.13664	
77.265	2.15331	
77.2625	2.12774	
77.26	2.14522	
77.2575	2.11933	
77.255	2.11609	
77.2525	2.13357	
77.25	2.19473	
77.2475	2.23388	
77.245	2.26947	
77.2425	2.28452	
77.24	2.25637	
77.2375	2.26996	
77.235	2.26349	
77.2325	2.25491	
77.23	2.2486	
77.2275	2.22061	
77.225	2.21446	
77.2225	2.20929	
77.22	2.18178	
77.2175	2.17612	
77.215	2.14975	
77.2125	2.14538	
77.21	2.14182	
77.2075	2.13777	
77.205	2.13438	
77.2025	2.17256	
77.2	2.16771	
77.1975	2.16399	
77.195	2.18049	
77.1925	2.15428	
77.19	2.17029	
77.1875	2.16544	
77.185	2.18291	
77.1825	2.15541	
77.18	2.17272	
77.1775	2.16868	
77.175	2.16301	
77.1725	2.15816	
77.17	2.19731	
77.1675	2.17046	
77.165	2.16528	
77.1625	2.18243	
77.16	2.19893	
77.1575	2.17256	
77.155	2.18874	
77.1525	2.16301	
77.15	2.15848	
77.1475	2.15395	
77.145	2.14845	
77.1425	2.14344	
77.14	2.13988	
77.1375	2.13567	
77.135	2.13146	
77.1325	2.12823	
77.13	2.10267	
77.1275	2.12208	
77.125	2.13826	
77.1225	2.13422	
77.12	2.13082	
77.1175	2.10542	
77.115	2.10089	
77.1125	2.16269	
77.11	2.20249	
77.1075	2.21705	
77.105	2.21139	
77.1025	2.20718	
77.1	2.24294	
77.0975	2.23614	
77.095	2.25152	
77.0925	2.24488	
77.09	2.23841	
77.0875	2.23242	
77.085	2.20443	
77.0825	2.19893	
77.08	2.19359	
77.0775	2.18858	
77.075	2.1614	
77.0725	2.17855	
77.07	2.17272	
77.0675	2.16852	
77.065	2.18534	
77.0625	2.20071	
77.06	2.19505	
77.0575	2.18987	
77.055	2.18486	
77.0525	2.20087	
77.05	2.1957	
77.0475	2.19133	
77.045	2.20605	
77.0425	2.20087	
77.04	2.17385	
77.0375	2.14797	
77.035	2.16512	
77.0325	2.2465	
77.03	2.24148	
77.0275	2.27643	
77.025	2.29083	
77.0225	2.28306	
77.02	2.29763	
77.0175	2.29002	
77.015	2.28209	
77.0125	2.27433	
77.01	2.26867	
77.0075	2.26041	
77.005	2.25362	
77.0025	2.22644	
77	2.2198	
76.9975	2.23582	
76.995	2.20718	
76.9925	2.20152	
76.99	2.19699	
76.9875	2.21236	
76.985	2.20573	
76.9825	2.22223	
76.98	2.2376	
76.9775	2.23113	
76.975	2.22595	
76.9725	2.24067	
76.97	2.21349	
76.9675	2.69984	
76.965	3.07051	
76.9625	3.19736	
76.96	3.25528	
76.9575	3.26758	
76.955	3.28392	
76.9525	3.27502	
76.95	3.26677	
76.9475	3.25787	
76.945	3.22875	
76.9425	3.17972	
76.94	3.15076	
76.9375	3.14591	
76.935	3.11937	
76.9325	3.07229	
76.93	3.04738	
76.9275	3.0655	
76.925	3.08329	
76.9225	3.05919	
76.92	3.0765	
76.9175	3.05239	
76.915	3.04819	
76.9125	3.00272	
76.91	3.00094	
76.9075	2.999	
76.905	2.99673	
76.9025	2.95192	
76.9	2.92943	
76.8975	2.90759	
76.895	2.86601	
76.8925	2.844	
76.89	2.80226	
76.8875	2.78381	
76.885	2.76553	
76.8825	2.74757	
76.88	2.77217	
76.8775	2.77556	
76.875	2.7576	
76.8725	2.761	
76.87	2.72201	
76.8675	2.72541	
76.865	2.7081	
76.8625	2.69062	
76.86	2.67509	
76.8575	2.7034	
76.855	2.72816	
76.8525	2.71036	
76.85	2.71554	
76.8475	2.67687	
76.845	2.66053	
76.8425	2.62267	
76.84	2.60827	
76.8375	2.57316	
76.835	2.57931	
76.8325	2.56539	
76.83	2.57284	
76.8275	2.55957	
76.825	2.52462	
76.8225	2.512	
76.82	2.49954	
76.8175	2.48741	
76.815	2.49679	
76.8125	2.50666	
76.81	2.53854	
76.8075	2.56831	
76.805	2.53206	
76.8025	2.51993	
76.8	2.50715	
76.7975	2.49501	
76.795	2.48256	
76.7925	2.44939	
76.79	2.41768	
76.7875	2.40797	
76.785	2.37351	
76.7825	2.36542	
76.78	2.33484	
76.7775	2.3473	
76.775	2.33872	
76.7725	2.32934	
76.77	2.3007	
76.7675	2.313	
76.765	2.28517	
76.7625	2.29844	
76.76	2.29164	
76.7575	2.26187	
76.755	2.25427	
76.7525	2.24618	
76.75	2.2842	
76.7475	2.36267	
76.745	2.37577	
76.7425	2.36606	
76.74	2.37852	
76.7375	2.36865	
76.735	2.38127	
76.7325	2.39341	
76.73	2.4701	
76.7275	2.48013	
76.725	2.48935	
76.7225	2.4777	
76.72	2.51006	
76.7175	2.49696	
76.715	2.52786	
76.7125	2.53724	
76.71	2.54533	
76.7075	2.53206	
76.705	2.54096	
76.7025	2.52786	
76.7	2.51265	
76.6975	2.48061	
76.695	2.46913	
76.6925	2.45812	
76.69	2.4468	
76.6875	2.50019	
76.685	2.5099	
76.6825	2.51815	
76.68	2.52737	
76.6775	2.49356	
76.675	2.46071	
76.6725	2.44955	
76.67	2.45845	
76.6675	2.44728	
76.665	2.43709	
76.6625	2.42641	
76.66	2.41444	
76.6575	2.38402	
76.655	2.37286	
76.6525	2.38548	
76.65	2.37593	
76.6475	2.36736	
76.645	2.3583	
76.6425	2.37059	
76.64	2.33905	
76.6375	2.33063	
76.635	2.36671	
76.6325	2.4002	
76.63	2.36865	
76.6275	2.3803	
76.625	2.37173	
76.6225	2.3405	
76.62	2.33176	
76.6175	2.30248	
76.615	2.31607	
76.6125	2.30733	
76.61	2.29941	
76.6075	2.313	
76.605	2.32675	
76.6025	2.34147	
76.6	2.3316	
76.5975	2.34438	
76.595	2.35749	
76.5925	2.37059	
76.59	2.36008	
76.5875	2.35102	
76.585	2.3418	
76.5825	2.33468	
76.58	2.36833	
76.5775	2.35878	
76.575	2.34956	
76.5725	2.36331	
76.57	2.33193	
76.5675	2.32513	
76.565	2.31461	
76.5625	2.30782	
76.56	2.32076	
76.5575	2.35636	
76.555	2.36882	
76.5525	2.35959	
76.55	2.35053	
76.5475	2.38597	
76.545	2.418	
76.5425	2.42933	
76.54	2.41946	
76.5375	2.42981	
76.535	2.39761	
76.5325	2.38791	
76.53	2.35668	
76.5275	2.36962	
76.525	2.3604	
76.5225	2.39389	
76.52	2.38338	
76.5175	2.39664	
76.515	2.38597	
76.5125	2.37658	
76.51	2.38823	
76.5075	2.35765	
76.505	2.36995	
76.5025	2.40441	
76.5	2.41557	
76.4975	2.4489	
76.495	2.4599	
76.4925	2.46961	
76.49	2.45926	
76.4875	2.46832	
76.485	2.4146	
76.4825	2.42496	
76.48	2.4146	
76.4775	2.40473	
76.475	2.39405	
76.4725	2.40667	
76.47	2.37642	
76.4675	2.36606	
76.465	2.37707	
76.4625	2.36768	
76.46	2.35943	
76.4575	2.34859	
76.455	2.34018	
76.4525	2.35312	
76.45	2.34422	
76.4475	2.35797	
76.445	2.34811	
76.4425	2.33921	
76.44	2.30911	
76.4375	2.30135	
76.435	2.29374	
76.4325	2.28533	
76.43	2.30005	
76.4275	2.31429	
76.425	2.28436	
76.4225	2.29811	
76.42	2.33451	
76.4175	2.3473	
76.415	2.31672	
76.4125	2.30847	
76.41	2.27983	
76.4075	2.27142	
76.405	2.28565	
76.4025	2.30021	
76.4	2.29245	
76.3975	2.28484	
76.395	2.27692	
76.3925	2.27077	
76.39	2.24278	
76.3875	2.25669	
76.385	2.24941	
76.3825	2.26591	
76.38	2.27886	
76.3775	2.25119	
76.375	2.26462	
76.3725	2.23695	
76.37	2.252	
76.3675	2.24585	
76.365	2.2376	
76.3625	2.23178	
76.36	2.22595	
76.3575	2.22013	
76.355	2.21268	
76.3525	2.20702	
76.35	2.17936	
76.3475	2.15395	
76.345	2.14764	
76.3425	2.12273	
76.34	2.11868	
76.3375	2.11496	
76.335	2.11124	
76.3325	2.17418	
76.33	2.21188	
76.3275	2.22676	
76.325	2.28517	
76.3225	2.25685	
76.32	2.29326	
76.3175	2.26446	
76.315	2.27837	
76.3125	2.27061	
76.31	2.2643	
76.3075	2.27789	
76.305	2.35911	
76.3025	2.479	
76.3	2.53174	
76.2975	2.54112	
76.295	2.54873	
76.2925	2.53579	
76.29	2.52219	
76.2875	2.51006	
76.285	2.49793	
76.2825	2.50699	
76.28	2.51653	
76.2775	2.48223	
76.275	2.47074	
76.2725	2.46039	
76.27	2.42738	
76.2675	2.43758	
76.265	2.4269	
76.2625	2.43822	
76.26	2.4489	
76.2575	2.43742	
76.255	2.42722	
76.2525	2.41687	
76.25	2.38629	
76.2475	2.37464	
76.245	2.36639	
76.2425	2.35587	
76.24	2.34665	
76.2375	2.33872	
76.235	2.3727	
76.2325	2.34309	
76.23	2.33209	
76.2275	2.32416	
76.225	2.31559	
76.2225	2.30879	
76.22	2.29957	
76.2175	2.31445	
76.215	2.3494	
76.2125	2.34066	
76.21	2.33241	
76.2075	2.34487	
76.205	2.31413	
76.2025	2.30733	
76.2	2.34115	
76.1975	2.35458	
76.195	2.34519	
76.1925	2.31639	
76.19	2.30782	
76.1875	2.3206	
76.185	2.31219	
76.1825	2.30361	
76.18	2.29552	
76.1775	2.2884	
76.175	2.28145	
76.1725	2.25362	
76.17	2.26591	
76.1675	2.26025	
76.165	2.23129	
76.1625	2.22579	
76.16	2.24035	
76.1575	2.23453	
76.155	2.24941	
76.1525	2.22223	
76.15	2.21608	
76.1475	2.20945	
76.145	2.20362	
76.1425	2.21948	
76.14	2.21382	
76.1375	2.18599	
76.135	2.18097	
76.1325	2.17628	
76.13	2.19295	
76.1275	2.18745	
76.125	2.20298	
76.1225	2.19893	
76.12	2.21333	
76.1175	2.20751	
76.115	2.18033	
76.1125	2.17563	
76.11	2.19198	
76.1075	2.18745	
76.105	2.16091	
76.1025	2.1347	
76.1	2.12968	
76.0975	2.12661	
76.095	2.14295	
76.0925	2.13923	
76.09	2.13551	
76.0875	2.11011	
76.085	2.1271	
76.0825	2.12354	
76.08	2.11868	
76.0775	2.11626	
76.075	2.13324	
76.0725	2.1093	
76.07	2.12532	
76.0675	2.10105	
76.065	2.11852	
76.0625	2.13697	
76.06	2.13195	
76.0575	2.12791	
76.055	2.14635	
76.0525	2.12095	
76.05	2.11787	
76.0475	2.11399	
76.045	2.10914	
76.0425	2.10639	
76.04	2.08147	
76.0375	2.07888	
76.035	2.0538	
76.0325	2.05089	
76.03	2.04911	
76.0275	2.04717	
76.025	2.02387	
76.0225	2.00268	
76.02	1.9996	
76.0175	1.99847	
76.015	1.99718	
76.0125	1.99669	
76.01	2.01724	
76.0075	2.03682	
76.005	2.0352	
76.0025	2.0339	
76	2.09862	
75.9975	2.18016	
75.995	2.21916	
75.9925	2.2122	
75.99	2.22903	
75.9875	2.22336	
75.985	2.23712	
75.9825	2.23	
75.98	2.22417	
75.9775	2.1978	
75.975	2.19198	
75.9725	2.18647	
75.97	2.18211	
75.9675	2.19699	
75.965	2.19149	
75.9625	2.1868	
75.96	2.18097	
75.9575	2.15541	
75.955	2.15007	
75.9525	2.14522	
75.95	2.11998	
75.9475	2.11577	
75.945	2.11399	
75.9425	2.10898	
75.94	2.12629	
75.9375	2.14441	
75.935	2.16107	
75.9325	2.15622	
75.93	2.15185	
75.9275	2.14716	
75.925	2.16496	
75.9225	2.18291	
75.92	2.24165	
75.9175	2.27773	
75.915	2.25054	
75.9125	2.26413	
75.91	2.2575	
75.9075	2.25022	
75.905	2.24488	
75.9025	2.23825	
75.9	2.23048	
75.8975	2.22433	
75.895	2.21867	
75.8925	2.19068	
75.89	2.20799	
75.8875	2.20184	
75.885	2.23987	
75.8825	2.25427	
75.88	2.29132	
75.8775	2.28452	
75.875	2.29876	
75.8725	2.29018	
75.87	2.2829	
75.8675	2.2554	
75.865	2.2486	
75.8625	2.26252	
75.86	2.2554	
75.8575	2.24909	
75.855	2.24229	
75.8525	2.23712	
75.85	2.25103	
75.8475	2.24456	
75.845	2.23776	
75.8425	2.23113	
75.84	2.22466	
75.8375	2.21835	
75.835	2.21285	
75.8325	2.20702	
75.83	2.20087	
75.8275	2.21721	
75.825	2.21236	
75.8225	2.18486	
75.82	2.17871	
75.8175	2.17353	
75.815	2.19036	
75.8125	2.20637	
75.81	2.18049	
75.8075	2.17547	
75.805	2.16916	
75.8025	2.1656	
75.8	2.16075	
75.7975	2.17628	
75.795	2.17175	
75.7925	2.14651	
75.79	2.14198	
75.7875	2.15751	
75.785	2.15428	
75.7825	2.17127	
75.78	2.16625	
75.7775	2.1834	
75.775	2.26446	
75.7725	2.30021	
75.77	2.31461	
75.7675	2.30604	
75.765	2.29811	
75.7625	2.33371	
75.76	2.34843	
75.7575	2.40344	
75.755	2.39454	
75.7525	2.40489	
75.75	2.41735	
75.7475	2.40667	
75.745	2.39567	
75.7425	2.40765	
75.74	2.39729	
75.7375	2.38661	
75.735	2.40004	
75.7325	2.36962	
75.73	2.38014	
75.7275	2.37157	
75.725	2.36283	
75.7225	2.37383	
75.72	2.40651	
75.7175	2.39713	
75.715	2.40813	
75.7125	2.39761	
75.71	2.40959	
75.7075	2.39956	
75.705	2.38936	
75.7025	2.35895	
75.7	2.37092	
75.6975	2.3604	
75.695	2.35199	
75.6925	2.34293	
75.69	2.33549	
75.6875	2.32578	
75.685	2.31801	
75.6825	2.31008	
75.68	2.30216	
75.6775	2.29471	
75.675	2.30895	
75.6725	2.30086	
75.67	2.29293	
75.6675	2.28565	
75.665	2.27999	
75.6625	2.27142	
75.66	2.26381	
75.6575	2.2787	
75.655	2.24925	
75.6525	2.24294	
75.65	2.23728	
75.6475	2.22935	
75.645	2.22433	
75.6425	2.19586	
75.64	2.19133	
75.6375	2.16399	
75.635	2.13891	
75.6325	2.13438	
75.63	2.13001	
